Movie Name, IMDb Rating, Popularity, Release Date, Box Office, Runtime, Genre, Director, Cast, Production Company, Country, Language
Zorawar,3.9,,,"$7,914",2 hours 31 minutes,"['Action', 'Crime', 'Drama']",['Vinnil Markan'],"['Yo Yo Honey Singh', 'Parul Gulati', 'Gurbani']","['PTC Motion Pictures', 'White Umbrella Movies']",,['Punjabi']
Romil and Jugal,7.9,,"April 16, 2017 (India)",,,"['Drama', 'Romance']",[],"['Mandira Bedi', 'Rajeev Siddhartha', 'Manini Mishra']",[],India,['Hindi']
Vikramadithyan,7.0,,"July 25, 2014 (India)","$2,387,745",2 hours 23 minutes,['Drama'],['Lal Jose'],"['Dulquer Salmaan', 'Unni Mukundan', 'Namitha Pramod']",[],India,['Malayalam']
Pyaar Tune Kya Kiya...,5.7,,,,2 hours 3 minutes,"['Drama', 'Romance', 'Thriller']",['Rajat Mukherjee'],"['Fardeen Khan', 'Ravi Baswani', 'Kannu Gill']",[],,['Hindi']
IC 814,,,,,,[],[],"['Aditya Srivastav', 'Naseeruddin Shah', 'Dia Mirza']",[],,[]
Tantra,,,,,,['Horror'],[],"['Abhishek Yadav', 'Akash Choudhary', 'Adi Ansh Lakra']",[],,['Hindi']
Raakh,7.1,,"April 21, 1989 (India)",,2 hours 33 minutes,"['Action', 'Crime', 'Drama']",['Aditya Bhattacharya'],"['Aamir Khan', 'Supriya Pathak', 'Pankaj Kapur']","['Emotion Picture Company', 'Saritha Films', 'Second Image Enterprise']",India,['Hindi']
Shola Aur Shabnam,6.5,,"January 23, 1992 (India)",,2 hours 45 minutes,"['Action', 'Comedy', 'Drama']",['David Dhawan'],"['Govinda', 'Divya Bharti', 'Gulshan Grover']",[],India,['Hindi']
Hisaab Barabar,,,,,,['Drama'],['Ashwani Dhir'],"['Sukumar Tudu', 'Sachin Vidrohi', 'Kirti Kulhari']",[],,['Hindi']
Ek Boond Ishq,8.0,,,,,"['Drama', 'Romance']",[],"['Nidhi Uttam', 'Viraf Patel', 'Vishwajeet Pradhan']","['BBC Worldwide Productions India', 'Zeal Z Entertainment services']",,['Hindi']
Muni,6.2,,,,2 hours 26 minutes,"['Comedy', 'Horror']",['Raghava Lawrence'],"['Raghava Lawrence', 'Vedhika', 'Raj Kiran']",[],,['Tamil']
Minnale,7.6,,"February 2, 2001 (India)",,2 hours 51 minutes,"['Comedy', 'Drama', 'Musical']",['Gautham Vasudev Menon'],"['Madhavan', 'Abbas', 'Reema Sen']",[],India,['Tamil']
Role Models,5.1,,"June 25, 2017 (India)","$191,834",2 hours 12 minutes,"['Comedy', 'Drama']",['Raffi'],"['Fahadh Faasil', 'Namitha Pramod', 'Renji Panicker']",[],India,['Malayalam']
Harjeeta,7.4,,"May 18, 2018 (India)","$118,688",2 hours 9 minutes,"['Drama', 'Sport']",['Vijay Kumar Arora'],"['Ammy Virk', 'Raj Singh Jhinjar', 'Pankaj Tripathi']","['Malik Productions', 'Sizzlen production', 'Villagers Film Studio']",India,['Punjabi']
Sandeh,,,,,,['Drama'],['Ayaaz Khan'],"['Anoopma Awasthi', 'Dushyant Singh Bhadauria', 'Nitish Bhaluni']",[],,['Hindi']
Saavi Ki Savaari,8.8,,"August 22, 2022 (India)",,22 minutes,['Drama'],[],"['Samridhii Shukla', 'Farman Haider', 'Fenil Umrigar']",[],India,['Hindi']
Mahabharatham,9.5,,"December 29, 2013 (India)",,,['Drama'],[],"['Arav Chowdharry', 'Naveen Jingar', 'Shafaq Naaz']",[],India,['Telugu']
Chiru Navvuto,7.5,,"November 10, 2000 (India)",,2 hours 27 minutes,"['Comedy', 'Drama', 'Romance']",['G. Ram Prasad'],"['Venu Thottempudi', 'Prema', 'Shaheen Khan']",[],India,['Telugu']
Mister,3.8,,"April 14, 2017 (India)",,2 hours 40 minutes,"['Drama', 'Romance']",['Sreenu Vaitla'],"['Varun Tej', 'Lavanya Tripathi', 'Hebah Patel']","['Light House Movie Makers', 'Sri Lakshmi Narasimha Productions']",India,['Telugu']
Asli-Naqli,7.6,,,,2 hours 25 minutes,"['Drama', 'Musical', 'Romance']",['Hrishikesh Mukherjee'],"['Dev Anand', 'Sadhana Shivdasani', 'Nasir Hussain']",[],,['Hindi']
Barzakh,7.9,,2023 (India),,5 hours 48 minutes,"['Drama', 'Family', 'Mystery']",[],"['Fawad Khan', 'Sanam Saeed', 'Salman Shahid']",[],,['Urdu']
Kraanthiveera Sangolli Raayanna,7.9,,"November 1, 2012 (India)",,3 hours,"['Action', 'Drama', 'History']",['Naganna'],"['Darshan Thoogudeep', 'Shashikumar', 'Jaya Prada']",[],India,"['Kannada', 'English']"
Savyasachi,5.2,,"November 2, 2018 (India)","$3,225,899",2 hours 31 minutes,"['Action', 'Thriller']",['Chandoo Mondeti'],"['Naga Chaitanya Akkineni', 'Madhavan', 'Nidhhi Agerwal']",[],India,['Telugu']
Caught Out: Crime. Corruption. Cricket,5.9,,"March 17, 2023 (India)",,1 hour 17 minutes,"['Documentary', 'Sport']",['Supriya Sobti Gupta'],"['Aniruddha Bahal', 'Sharda Ugra', 'Sriram Karri']","['MOW Productions', 'Passion Pictures']",India,[]
Mahaan,6.0,,"April 29, 1983 (India)",,3 hours 1 minute,"['Action', 'Comedy', 'Drama']",['S. Ramanathan'],"['Ashok Kumar', 'Waheeda Rehman', 'Amitabh Bachchan']",[],India,['Hindi']
Oh My Dog,6.4,,"April 21, 2022 (India)",,2 hours 1 minute,"['Drama', 'Family']",['Sarov Shanmugam'],"['Aasha', 'Afzal', 'Aparna']",[],India,['Tamil']
Siyapa,,,,,,['Drama'],[],"['Ayesha Kapoor', 'Simran Khan', 'Armaan Sandhu']",[],,['Hindi']
Yeh Hai Aashiqui,6.8,,"August 25, 2013 (India)",,,['Romance'],[],"['Anita Hassanandani Reddy', 'Vikrant Massey', 'Niti Taylor']","['BBC Worldwide Productions India', 'Bodhi Tree Multimedia']",India,['Hindi']
Badri,7.3,,"April 20, 2000 (India)",,2 hours 38 minutes,"['Comedy', 'Drama', 'Romance']",['Puri Jagannadh'],"['Pawan Kalyan', 'Ameesha Patel', 'Renu Desai']",[],India,['Telugu']
Bubble Gum,7.3,,,,1 hour 56 minutes,['Drama'],['Sanjivan Lal'],"['Apoorva Arora', 'Tanvi Azmi', 'Delzad Hiwale']",[],,"['Hindi', 'Bengali', 'Bhojpuri', 'English']"
Ninaivo Oru Paravai,,,,,,['Drama'],['Ridhun'],[],[],,['Tamil']
Thendral Vanthu Ennai Thodum,8.7,,,,,"['Drama', 'Romance']",[],"['Pavithra Janani', 'Vinoth Babu', 'Priya']",[],,['Tamil']
Teen Adkun Sitaram,4.5,,"September 29, 2023 (India)",,2 hours 16 minutes,"['Comedy', 'Drama']",['Hrishikesh Joshi'],"['Hrishikesh Joshi', 'Sankarshan Karhade', 'Prajakta Mali']","['Nitin Vaidya Productions', 'Supreme Motion Pictures']",India,['Marathi']
Deiva Machan,5.8,,"April 21, 2023 (India)",,2 hours,"['Comedy', 'Drama', 'Fantasy']",['Martin Nirmal Kumar'],"['Neha Jha', 'Muruganandam', 'Aadukalam Naren']","['Magic Touch Pictures', 'Udhay Productions']",India,['Tamil']
Dwarkadheesh: Bhagwaan Shree Krishn,8.3,,"July 4, 2011 (India)",,,[],[],"['Vishal Karwal', 'Priya Bathija', 'Payal Shrivastav']",[],India,['Hindi']
Nenjamundu Nermaiyundu Odu Raja,6.1,,,"$10,611",1 hour 58 minutes,"['Comedy', 'Drama']",['Karthik Venugopalan'],"['Rio Raj', 'Shirin Kanchwala', 'Rj Vigneshkanth']",[],,['Tamil']
Khamoshh... Khauff Ki Raat,3.5,,"April 15, 2005 (India)",,2 hours 3 minutes,"['Mystery', 'Thriller']",['Deepak Tijori'],"['Shilpa Shetty Kundra', 'Juhi Chawla', 'Shawar Ali']",[],India,['Hindi']
12vi Aala Pyar,7.5,,"June 16, 2023 (India)",,1 hour 19 minutes,['Crime'],['Ravinder Bajwan Anna'],"['Ravinder Bajwa Anna', 'Rohit Bachi', 'Ajay Kundu']",[],India,['Haryanvi']
Ghar Parivaar,5.7,,,,,['Drama'],['Mohanji Prasad'],"['Rajesh Khanna', 'Rishi Kapoor', 'Raj Kiran']",[],India,['Hindi']
China Gate,6.5,,"November 27, 1998 (India)",,2 hours 55 minutes,"['Action', 'Adventure', 'Drama']",['Rajkumar Santoshi'],"['Om Puri', 'Amrish Puri', 'Naseeruddin Shah']",[],India,['Hindi']
The Good Maharaja,6.4,,"December 17, 2022 (India)",,2 hours 20 minutes,"['Drama', 'History']",['Vikash Verma'],"['Sanjay Dutt', 'Nitu Chandra', 'Gulshan Grover']","['G7 Films', 'G7 Films', 'Sanjay Dutt Productions']",India,"['English', 'Polish']"
Japani Toy,5.9,,"May 10, 2018 (India)",,,['Comedy'],[],"['Rajat Ganguly', 'Kaushiki Guha', 'Rajdeep Gupta']",[],India,"['Bengali', 'Hindi']"
Gulabjaam,8.0,,"February 16, 2018 (India)","$10,915",2 hours,"['Comedy', 'Drama']",['Sachin Kundalkar'],"['Priya Bapat', 'Siddharth Chandekar', 'Madhura Deshpande']",[],India,['Marathi']
Karamati Coat,7.4,,"September 6, 1993 (India)",,1 hour 26 minutes,"['Comedy', 'Family', 'Fantasy']",['Ajay Karthik'],"['Prachi Save', 'Swapnesh Sawant', 'Vikram Acharya']",[],India,['Hindi']
Happily Ever After,6.3,,"February 1, 2020 (India)",,,"['Comedy', 'Drama', 'Romance']",[],"['Naveen Kasturia', 'Harshita Gaur', 'Shivankit Singh Parihar']",[],India,['Hindi']
Theeviravaathi: The Terrorist,7.0,,"October 19, 2000 (Australia)","$159,644",1 hour 35 minutes,['Drama'],['Santosh Sivan'],"['Ayesha Dharker', 'K. Krishna', 'Sonu Sisupal']","['Moderne Gallerie Motion Picture', 'Wonderfilms']",India,['Tamil']
Anwar,6.5,,"January 12, 2007 (India)","$53,256",2 hours 24 minutes,"['Drama', 'Romance', 'Thriller']",['Manish Jha'],"['Siddharth Koirala', 'Nauheed Cyrusi', 'Manisha Koirala']","['Dayal Creations', 'Cenchurion Films']",India,['Hindi']
Chill Bro,9.3,,,,1 hour 13 minutes,['Thriller'],['Rahul Gupta'],"['Jyoti Gauba', 'Amitabh Krishna Ghanekar', 'Ravi Kothari']",[],,['Hindi']
21 Divas,9.1,,,,,"['Comedy', 'Drama', 'Family']",['Kush Banker'],"['Maulik Nayak', 'Aarjav Trivedi', 'Pooja Jhaveri']",[],,['Gujarati']
404: Error Not Found,7.3,,"May 20, 2011 (India)",,2 hours 1 minute,"['Drama', 'Mystery', 'Thriller']",['Prawaal Raman'],"['Rajvvir Aroraa', 'Imaaduddin Shah', 'Nishikant Kamat']","['APCA News & Entertainment', 'Imagik Media']",India,"['Hindi', 'English']"
Peraanmai,7.1,,"October 16, 2009 (India)","$194,835",2 hours 34 minutes,"['Action', 'Adventure', 'Drama']","['S.P. Jhananathan', 'N. Kalyanakrishnan', 'V. Yokaanand']","['Jayam Ravi', 'Saranya Nag', 'Vasundhara Kashyap']","['Ayngaran International', 'Fusion Edge Media', 'ZEE Entertainment Enterprises']",India,['Tamil']
Two Hot MILF,,,,,,['Drama'],[],"['Rekha Mona Sarkar', 'Shahbaz Khan', 'Niranjan Nalawade']",[],,['Hindi']
Monsoon Shootout,6.6,,"December 15, 2017 (India)",,1 hour 32 minutes,"['Action', 'Crime', 'Drama']",['Amit Kumar'],"['Vijay Varma', 'Nawazuddin Siddiqui', 'Neeraj Kabi']","['Yaffle Films', 'Sikhya Entertainment', 'Pardesi Films']",,['Hindi']
Jawani Diwani,6.4,,,,,"['Musical', 'Family', 'Romance']",['Narendra Bedi'],"['Randhir Kapoor', 'Jaya Bachchan', 'Balraj Sahni']",[],,['Hindi']
Divya Shakti,4.4,,1993 (India),,3 hours,"['Action', 'Drama']",['Sameer Malkan'],"['Ajay Devgn', 'Raveena Tandon', 'Satyendra Kapoor']",[],India,['Hindi']
Parmanu: The Story of Pokhran,7.6,,"May 25, 2018 (India)","$9,862,726",2 hours 9 minutes,"['Action', 'Drama', 'History']",['Abhishek Sharma'],"['John Abraham', 'Boman Irani', 'Diana Penty']","['J.A. Entertainment', 'Kyta Productions', 'NNB Digital Media']",India,['Hindi']
Joru Ka Ghulam,5.1,,"June 16, 2000 (India)",,2 hours 49 minutes,"['Comedy', 'Drama', 'Romance']",['Shakeel Noorani'],"['Govinda', 'Twinkle Khanna', 'Kader Khan']",[],India,['Hindi']
Paani Poori,8.6,,,,,"['Comedy', 'Drama']",[],"['Harishankar Narayanan', 'Diana Champika', 'Srikrishna Dayal']",[],,['Tamil']
Doraha,9.3,,"December 27, 2022 (India)",,,['Drama'],[],"['Bharti Jha', 'Avnish Chaudhary', 'Kalyani Jha']",[],India,['Hindi']
Pinky and Perky Show,6.5,,,,,"['Animation', 'Family']",[],"['David Holt', 'Duncan Wisbey', 'Ella Kenion']","['DQ Entertainment', 'Lupus Films', 'Method Films']",,"['French', 'English']"
Ishkq in Paris,3.8,,,"$16,726",1 hour 35 minutes,"['Comedy', 'Romance']",['Prem Soni'],"['Preity G Zinta', 'Isabelle Adjani', 'Gaurav Chanana']",[],,"['English', 'Hindi', 'French']"
Thokar,5.4,,,,,"['Action', 'Drama', 'Family']",['Dilip Bose'],"['Baldev Khosa', 'Alka', 'Poonam Vaidya']",[],,['Hindi']
Vaitarani,8.3,,,,18 minutes,"['Short', 'Crime', 'Mystery']",['Vidyadhar Kagita'],"['Vishwanath Reddy', 'Aumkar Kotamraju', 'Vamsy Power']",[],,['Telugu']
Aaha,6.2,,,,2 hours 26 minutes,"['Drama', 'Sport']",['Bibin Paul Samuel'],"['Indrajith Sukumaran', 'Santhy Balachandran', 'Amith Chakalakkal']",[],,['Malayalam']
Geetha,8.0,,,,2 hours 16 minutes,"['Action', 'Drama', 'Horror']",['Viswa R Rao'],"['Tanikella Bharani', 'Sandhya Janak', 'Rajeev Kanakala']",[],,['Telugu']
Love Ke Liye Kuch Bhi Karega,6.0,,"June 29, 2001 (United Kingdom)",,2 hours 11 minutes,"['Comedy', 'Crime', 'Romance']",['Eeshwar Nivas'],"['Saif Ali Khan', 'Fardeen Khan', 'Aftab Shivdasani']",[],India,['Hindi']
Physics Wallah,8.4,,"December 15, 2022 (India)",,50 minutes,"['Biography', 'Drama']",[],"['Radha Bhatt', 'Shriidhar Dubey', 'Anurag Thakur']",[],India,"['Hindi', 'English']"
Bhoot: Part One - The Haunted Ship,5.4,,"February 21, 2020 (India)","$4,377,328",1 hour 54 minutes,"['Horror', 'Mystery', 'Thriller']",['Bhanu Pratap Singh'],"['Vicky Kaushal', 'Ashutosh Rana', 'Meher Vij']","['Dharma Productions', 'ReDefine', 'Sony Music India']",India,['Hindi']
Game Over,7.5,,,,2 hours 20 minutes,['Thriller'],['Paresh Vinodray Savani'],"['Gurleen Chopra', 'Rajesh Sharma', 'Yashpal Sharma']","['Dream Machine', 'Koning Entertainment', 'Dream International']",,['Hindi']
Back Door,7.4,,"December 25, 2021 (India)",,1 hour 40 minutes,['Drama'],['Balaji K'],[],[],India,['Telugu']
Born to Win,7.9,,"January 1, 1999 (India)",,2 hours 40 minutes,"['Action', 'Drama', 'Sport']",['P.A. Arun Prasad'],"['Preeti Jhangiani', 'Aditi Govitrikar', 'Achyuth']",[],India,['Telugu']
Kashmir Ki Kali,6.9,,"November 20, 1964 (India)",,2 hours 48 minutes,"['Comedy', 'Musical', 'Romance']",['Shakti Samanta'],"['Shammi Kapoor', 'Sharmila Tagore', 'Pran Sikand']","['Kamal Studios', 'Shakti Films', ""Sight 'N' Sound Studios""]",India,['Hindi']
Maska,5.9,,"March 30, 2020 (India)",,1 hour 51 minutes,"['Comedy', 'Drama', 'Romance']","['Neeraj Udhwani', 'Jaspal Singh']","['Prit Kamani', 'Manisha Koirala', 'Shirley Setia']","['Mutant Films', 'Netflix']",India,"['English', 'Hindi', 'Parsee']"
Chote Nawab,7.2,,,,1 hour 48 minutes,['Drama'],['Kumud Chaudhary'],"['Tulika Banerjee', 'Plabita Borthakur', 'Rajshri Deshpande']","['Saregama HMV', 'Saregama India']",,['Hindi']
Power Play,5.7,,,,2 hours 15 minutes,['Thriller'],['Vijay Kumar Konda'],"['Abhilash', 'Ajay', 'Darbha Appaji Ambarisha']",[],,['Telugu']
Qayamat Se Qayamat Tak,7.4,,"April 29, 1988 (India)",,2 hours 42 minutes,"['Drama', 'Musical', 'Romance']",['Mansoor Khan'],"['Aamir Khan', 'Juhi Chawla', 'Goga Kapoor']","['Nasir Hussain Films', 'United Producers']",India,"['Hindi', 'Urdu']"
Tagaru,7.9,,"February 23, 2018 (India)",,2 hours 9 minutes,"['Action', 'Crime']","['Suri', 'Abhi']","['Shivarajkumar', 'Manvita Kamath', 'Dhananjaya']",[],India,['Kannada']
Ishq Ka Rang Safed,7.0,,,,25 minutes,"['Crime', 'Drama', 'Romance']",[],"['Dakssh Ajit Singh', 'Eisha Singh', 'Mishal Raheja']",[],,['Hindi']
Saveray Wali Gaadi,5.4,,,,2 hours 15 minutes,['Drama'],['Bharathiraja'],"['Sunny Deol', 'Poonam Dhillon', 'Prem Chopra']",[],,['Hindi']
Kizhakku Seemayile,7.3,,,,2 hours 27 minutes,['Drama'],['Bharathiraja'],"['Vijayakumar', 'Radhika Sarathkumar', 'Napolean']",[],,['Tamil']
Boys,8.7,,,,,['Romance'],['Dayanandh'],"['Mitraaw Sharma', 'Kaushal Manda', 'Bamchik Babloo']",[],,['Telugu']
Get-Set Baby!,,,,,,['Drama'],['Vinay Govind'],"['Unni Mukundan', 'Nikhila Vimal', 'Chemban Vinod Jose']","['Kingsmen productions', 'Centurion studios', 'Skanda cinemas']",,[]
Shukriya: Till Death Do Us Apart,5.1,,,,2 hours 24 minutes,"['Musical', 'Drama', 'Family']",['Anupam Sinha'],"['Anupam Kher', 'Aftab Shivdasani', 'Shriya Saran']","['Inspired Movies', 'Spice Team Entertainments']",,['Hindi']
Aa Gaya Hero,2.3,,,"$214,085",2 hours 3 minutes,['Action'],['Dipankar Senapati'],"['Govinda', 'Richa Sharma', 'Poonam Pandey']",[],,['Hindi']
Malikappuram,7.4,,"December 30, 2022 (India)","$767,076",2 hours 1 minute,"['Action', 'Adventure', 'Drama']",['Vishnu Sasi Shankar'],"['Unni Mukundan', 'Saiju Kurup', 'Deva Nandha']","['Ann Mega Media Release', 'Kavya Film Company']",India,['Malayalam']
Bombay Talkies,6.6,,"May 3, 2013 (India)","$1,789,657",2 hours 7 minutes,['Drama'],[],"['Rani Mukerji', 'Randeep Hooda', 'Saqib Saleem']",[],India,"['Hindi', 'English']"
Melting Cheese,4.9,,,,,['Crime'],[],[],[],,['Hindi']
Hello Doctor,,,,,,['Drama'],[],[],[],,['Hindi']
Chand Ke Paar Chalo,7.6,,,,2 hours 49 minutes,['Romance'],['Mustafa Engineer'],"['Somesh Agarwal', 'Krishna Bansal', 'Shahib Chopra']",[],,['Hindi']
Kadamban - Taqatwar,5.4,,,"$34,697",2 hours 22 minutes,"['Action', 'Adventure', 'Drama']",['N. Ragavan'],"['Arya', 'Catherine Tresa', 'Deepraj Rana']","['R.K. Duggal Studios', 'Super Good Films']",,"['Tamil', 'Hindi']"
Honeymoon Travels Pvt. Ltd.,6.1,,"February 23, 2007 (India)","$4,857,890",1 hour 58 minutes,"['Comedy', 'Drama', 'Romance']",['Reema Kagti'],"['Abhay Deol', 'Minissha Lamba', 'Boman Irani']",[],India,"['Hindi', 'English', 'Bengali', 'Urdu', 'Bhojpuri']"
Cheese Cake,,,,,,['Drama'],[],"['Ashraf Saifee', 'Anirudh Pratap Singh', 'Pooja Singh Rajpoot']","['Ullu Digital', 'Ullu']",,['Hindi']
Vidiyum Munn,7.4,,"November 29, 2013 (India)",,2 hours 9 minutes,['Thriller'],['Balaji K. Kumar'],"['Pooja Umashankar', 'Malavika Manikuttan', 'Vinoth Kishan']",[],India,['Tamil']
6-5=2,4.4,,,,2 hours 3 minutes,['Horror'],['Bharat Jain'],"['Prashantt Guptha', 'Gaurav Paswala', 'Gaurav Kothari']",[],,['Hindi']
Sangam,9.1,,"August 20, 2007 (India)",,,['Drama'],[],"['Jennifer Winget', 'Sangita Patel', 'Chaitannya Choudhry']",[],India,['Hindi']
Jana Aranya,8.4,,March 1979 (United States),,2 hours 11 minutes,['Drama'],['Satyajit Ray'],"['Pradip Mukherjee', 'Rafique Ahmed', 'S. Bagchi']",[],India,['Bengali']
Premachi Goshta,,,,,,[],[],"['Tejashree Pradhan', 'Raj Hanchanale', 'Apurva Nemlekar']",[],,['Marathi']
Post Box 999,6.7,,,,1 hour 55 minutes,"['Action', 'Mystery']",['Ravindra Dave'],"['Sunil Dutt', 'Shakila', 'Leela Chitnis']",[],,['Hindi']
Cheena Trophy,9.3,,,,2 hours 2 minutes,['Comedy'],['Anil Lal'],"['Dhyan Sreenivasan', 'Johny Antony', 'Ponnamma Babu']",[],,['Malayalam']
Nazar,6.3,,,,1 hour 24 minutes,['Drama'],['Mani Kaul'],"['Shekhar Kapur', 'Shambhavi Kaul', 'Surekha Sikri']",[],,['Hindi']
Jalwa,6.6,,,,2 hours 14 minutes,"['Action', 'Comedy', 'Crime']",['Pankaj Parashar'],"['Naseeruddin Shah', 'Archana Puran Singh', 'Tejeshwar Singh']",[],,['Hindi']
Okkadu,8.0,,"January 15, 2003 (India)","$11,764",2 hours 50 minutes,"['Action', 'Drama', 'Romance']",['Gunasekhar'],"['Mahesh Babu', 'Bhoomika Chawla', 'Prakash Raj']",[],India,['Telugu']
A Pestering Journey,,,,,1 hour 6 minutes,"['Documentary', 'History', 'News']",['K.R. Manoj'],[],[],,['English']
Deenamma Jeevitham,7.7,,,,2 hours 8 minutes,['Drama'],['Muorali Ramaswamy'],"['Dev Ballani', 'Priya Chohan', 'Saritha Chohan']","['Durgasree Films', 'Yashwanth Raamaswamy Creations']",,['Telugu']
Uyare,8.0,,"April 26, 2019 (India)","$661,230",2 hours 5 minutes,['Drama'],['Manu Ashokan'],"['Samyuktha Menon', 'Parvathy Thiruvothu', 'Tovino Thomas']","['Grahalakshmi Productions', 'S Cube Films']",India,['Malayalam']
Baba Baby O,6.8,,,,2 hours 15 minutes,"['Comedy', 'Drama', 'Romance']",['Aritra Mukherjee'],"['Mainak Banerjee', 'Bidipta Chakraborty', 'Gourab Chatterjee']",[],,['Bengali']
Jai Bharati,,,,,24 minutes,['Drama'],[],"['Manmohan Tiwari', 'Shivam Singh Raghuvanshi', 'Kirti Yadav']",[],,['Hindi']
Chhotolok,7.8,,,,,['Thriller'],[],"['Lokenath De', 'Subhrajit Dutta', 'Jeet Sundor Chakraborty']",[],,['Bengali']
Pyaar Kii Ye Ek Kahaani,7.1,,"October 18, 2010 (India)",,24 minutes,"['Fantasy', 'Romance']",[],"['Vivian Dsena', 'Sukirti Kandpal', 'Mohit Keswani']",[],India,['Hindi']
Bir Baba Hindu,2.6,,"September 30, 2016 (Turkey)","$2,483,680",1 hour 52 minutes,"['Action', 'Adventure', 'Comedy']",['Sermiyan Midyat'],"['Sermiyan Midyat', 'Burak Satibol', 'Nicole Faria']","['BKM', 'Besiktas Kültür Merkezi (BKM)']",,['Turkish']
Dharala Prabhu,6.7,,"March 13, 2020 (India)","$1,636",2 hours 25 minutes,"['Comedy', 'Drama']",['Krishna Marimuthu'],"['Harish Kalyan', 'Vivek', 'Tanya Hope']",[],India,['Tamil']
Madly,5.5,,"April 14, 2016 (United States)",,1 hour 46 minutes,"['Drama', 'Romance']",[],"['Radhika Apte', 'Kathryn Beck', 'Justina Bustos']","['Cowboy Films', 'Diroriro', 'Django Film']",,"['English', 'Spanish', 'Japanese', 'Hindi']"
Hum Do Hamare Baarah,,,November 2023 (India),,,['Drama'],['Kamal Chandra'],"['Rahul Bagga', 'Manoj Joshi', 'Ashwini Kalsekar']",[],India,['Hindi']
Tanu Weds Manu Returns,7.6,,"May 22, 2015 (India)","$4,180,081",2 hours 8 minutes,"['Comedy', 'Drama', 'Romance']",['Aanand L. Rai'],"['Kangana Ranaut', 'Madhavan', 'Jimmy Shergill']","['Colour Yellow Productions', 'Eros Worldwide', 'Paramhans Creations']",India,['Hindi']
Giddh Bhoj,,,"September 30, 2022 (India)",,,['Drama'],[],"['Sharanya Jit Kaur', 'Bhanu Suryam Thakur', 'Suman Singh']",[],India,['Hindi']
Lokmanya Ek Yugpurush,8.2,,"January 2, 2015 (United States)",,2 hours 19 minutes,['History'],['Om Raut'],"['Subodh Bhave', 'Shweta Mahadik', 'Chinmay Mandlekar']",[],India,['Marathi']
Masti,6.2,,"April 9, 2004 (India)","$683,021",2 hours 46 minutes,"['Comedy', 'Crime', 'Mystery']",['Indra Kumar'],"['Ajay Devgn', 'Vivek Oberoi', 'Aftab Shivdasani']",[],India,['Hindi']
Rasbhari,2.8,,"June 25, 2020 (India)",,22 minutes,"['Drama', 'Romance']",[],"['Swara Bhasker', 'Ayushmaan Saxena', 'Rashmi Agdekar']","['Anm Global', 'Applause Entertainment Ltd.', 'Ding Entertainment']",India,['Hindi']
Ulagammai,4.1,,,,2 hours 2 minutes,[],['V. Jayaprakash'],"['Gouri Kishan', 'G. Marimuthu', 'Vetry Mithran']","['Madras Digital Cinema Academy', 'Sri Vhaaru Films']",,['Tamil']
Phas Gaye Yaaro,8.4,,"January 21, 2022 (India)",,,"['Comedy', 'Horror']",['Yusuf Surti'],"['Mast Ali', 'Aziz Naser', 'Alfaf Hyder']","['RDG Production', 'Gaonwala Creations', 'P.K. Pictures']",India,['Hindi']
Natpe Thunai,6.4,,"April 4, 2019 (India)","$10,374",2 hours 34 minutes,"['Comedy', 'Drama', 'Sport']",['Parthiban Desingu'],"['Hiphop Tamizha Adhi', 'Anagha', 'Anagha L.K.']",[],India,['Tamil']
The Flip Side: A Truth That Could Not Reach You,9.0,,"November 10, 2015 (India)",,48 minutes,['Documentary'],['Utpal Kalal'],[],[],India,['Hindi']
Yeh Saali Zindagi,7.4,,"February 4, 2011 (India)","$2,011,887",2 hours 10 minutes,"['Crime', 'Drama', 'Thriller']",['Sudhir Mishra'],"['Irrfan Khan', 'Chitrangda Singh', 'Arunoday Singh']","['Cineraas Productions', 'FEAM', 'Mystic Movies']",India,['Hindi']
Manchi Manasulu,8.7,,,,2 hours 11 minutes,['Drama'],['Mohan Gandhi'],[],[],,['Telugu']
Kadhalikka Neramillai,9.5,,,,22 minutes,['Drama'],[],"['Dinesh', 'Chandra Lakshman', 'Prajin Padmanabhan']",[],,['Tamil']
11th Hour,5.6,,"April 8, 2021 (India)",,,"['Drama', 'Thriller']",[],"['Tamannaah Bhatia', 'Viharsh Yadavalli', 'Vinay Nallakadi']",[],India,['Telugu']
Fakt Mahilao Maate,7.6,,"August 19, 2022 (India)","$449,278",2 hours 17 minutes,['Comedy'],"['Jay Bodas', 'Parth Trivedi']","['Yash Soni', 'Pratik Nanda', 'Amitabh Bachchan']",[],India,['Gujarati']
Complementary Massage,6.7,,"May 2, 2023 (India)",,,['Drama'],[],"['Aayushi Jaiswal', 'Neha Gupta', 'Sohail Shaikh']",[],India,['Hindi']
Mee Shivajiraje Bhosale Boltoy,8.0,,"April 3, 2009 (India)",,2 hours 29 minutes,['Drama'],['Santosh Ramdas Manjrekar'],"['Mahesh Manjrekar', 'Sachin Khedekar', 'Makarand Anaspure']",[],India,['Marathi']
