Movie Name, IMDb Rating, Popularity, Release Date, Box Office, Runtime, Genre, Director, Cast, Production Company, Country, Language
Indi(r)a's Emergency,,,,,1 hour 53 minutes,"['Documentary', 'Drama', 'History']","['Vikramaditya Motwane', 'Archana Phadke']",[],"['Motion Picture Sound Editors', 'Sonixphere']",,"['English', 'Hindi']"
Odeya,3.9,,,,2 hours 44 minutes,"['Action', 'Drama']",['M.D. Sridhar'],"['Darshan Thoogudeep', 'Sanah Thimmayyah', 'Devaraj']","['Sandesh Productions', 'Goldmines Telefilms']",,['Kannada']
Hukus Bukus,8.1,,"November 3, 2023 (India)",,2 hours 30 minutes,['Sport'],"['Vinay Bhardwaj', 'Saumitra Singh']","['Sajjad Delafrooz', 'Arun Govil', 'Vashu Jain']","['Shining Sun Studios', 'Shining Sun Studios']",India,['Hindi']
Hello World,7.5,,"August 12, 2022 (India)",,,"['Comedy', 'Drama', 'Romance']",[],"['Sada', 'Sudharsan Govind', 'Ram Nitin']","['Pink Elephant Pictures', 'Pink Elephant Pictures']",India,"['Telugu', 'Tamil']"
Prema Kavali,5.8,,,,2 hours 46 minutes,['Romance'],['Vijay K. Bhaskar'],"['Aadi', 'Isha Chawla', 'Dev Gill']","['Max India Productions', 'RR Moviemakers', 'Rhodium Entertainments']",,['Telugu']
Chaahat,7.5,,,,,['Drama'],[],[],[],,['Hindi']
Mr. King,5.1,,"February 24, 2023 (India)",,2 hours 25 minutes,"['Drama', 'Romance', 'Thriller']",['Sashidhar Chavali'],"['Tanikella Bharani', 'S.S. Kanchi', 'Mirchi Kiran']",[],India,['Telugu']
Lockdown 2.0,,,,,,['Drama'],[],"['Ajay Gurjar', 'Aditya Pandey', 'Tanvi Patil']",[],,['Hindi']
Isola Movie,,,,,,['Thriller'],['Nora Jaenicke'],[],"['Drishyam International', 'Eliofilm', 'Eliofilm']",,['English']
Uppena,6.5,,"February 12, 2021 (India)","$5,794",2 hours 27 minutes,"['Action', 'Drama', 'Romance']",['Buchi Babu Sana'],"['Panja Vaisshnav Tej', 'Krithi Shetty', 'Vijay Sethupathi']","['Mythri Movie Makers', 'Sukumar Writings']",India,['Telugu']
Anwar,6.4,,"October 15, 2010 (India)",,2 hours 8 minutes,"['Action', 'Drama', 'Thriller']",['Amal Neerad'],"['Prithviraj Sukumaran', 'Prakash Raj', 'Mamta Mohandas']","['Celebs & Red Carpet', 'Celebs & Red Carpet']",India,"['Malayalam', 'Tamil']"
Karataka Dhamanaka,,,,,,[],['Yograj Bhat'],"['Shivarajkumar', 'Prabhu Deva', 'Priya Anand']",[],,[]
Meena,8.9,,1991 (India),,23 minutes,"['Animation', 'Short', 'Family']",[],"['Rajashree Nath', 'Chetan Shashital', 'Pinaki Mukherjee']",[],,[]
Antormahal,6.0,,,,,[],[],"['Ishaa Saha', 'Saurav Das', 'Swastika Dutta']",[],,['Bengali']
Aan: Men at Work,5.8,,"June 4, 2004 (India)","$35,748",2 hours 29 minutes,"['Action', 'Crime', 'Drama']",['Madhur Bhandarkar'],"['Akshay Kumar', 'Shatrughan Sinha', 'Suniel Shetty']",[],India,['Hindi']
Mrudhu Bhave Dhruda Kruthye,8.1,,,,2 hours 27 minutes,[],['Shajoon Kariyal'],"['Anil Anto', 'Anand Bbal', 'Harith Cnv']",[],,['Malayalam']
Vedikkettu,5.9,,"February 3, 2023 (India)","$1,943",2 hours 38 minutes,"['Comedy', 'Drama']","['Bibin George', 'Vishnu Unnikrishnan']","['Vishnu Unnikrishnan', 'Bibin George', 'Aiswarya Anilkumar']","['Badushaa Cinemas', 'Pen & Paper Creations', 'Sree Gokulam Movies']",India,['Malayalam']
Arranged Marriage,,,,,,['Drama'],[],[],[],,['Hindi']
Spooky Love,,,,,,['Short'],['Pankaj Suryamani'],[],[],,['Hindi']
Wagle Ki Duniya,8.0,,"January 23, 1988 (India)",,,['Comedy'],[],"['Anjan Srivastav', 'Bharti Achrekar', 'Jeetendra Dasadiya']",[],India,['Hindi']
Yudh,6.2,,"May 3, 1985 (India)",,2 hours 35 minutes,"['Action', 'Crime', 'Drama']",['Rajiv Rai'],"['Jackie Shroff', 'Anil Kapoor', 'Tina Ambani']",[],India,['Hindi']
Aakhri Dao,6.2,,,,,['Comedy'],['Mahesh Kaul'],"['Nutan', 'Shekhar', 'Jeevan Dhar']",[],,['Hindi']
Aflatoon,4.5,,"December 19, 1997 (India)",,2 hours 33 minutes,"['Action', 'Comedy', 'Crime']",['Guddu Dhanoa'],"['Akshay Kumar', 'Urmila Matondkar', 'Anupam Kher']",[],India,['Hindi']
Dharmatma,6.6,,"July 25, 1975 (India)",,2 hours 43 minutes,"['Action', 'Romance', 'Thriller']",['Feroz Khan'],"['Premnath Malhotra', 'Feroz Khan', 'Hema Malini']",[],India,['Hindi']
Youth,6.5,,"July 19, 2002 (India)",,2 hours 50 minutes,"['Drama', 'Romance']",['Vincent Selva'],"['Joseph Vijay', 'Fathima Babu', 'Madhan Bob']",[],India,['Tamil']
Everybody Loves Sohrab Handa,7.0,,,,1 hour 41 minutes,"['Drama', 'Thriller']",['Rajat Kapoor'],"['Vinay Pathak', 'Koel Purie', 'Neil Bhoopalam']","['Applause Entertainment Ltd.', 'Mithya Talkies']",,['Hindi']
Paruthiveeran,8.2,,"February 23, 2007 (India)","₹360,000,000",2 hours 43 minutes,"['Action', 'Drama', 'Romance']",['Ameer Sultan'],"['Karthi', 'Priyamani', 'Saravanan']","['Greenline Studios Pvt. Ltd.', 'Studio Green']",India,['Tamil']
Chori Chori,4.8,,"August 1, 2003 (India)","$833,714",2 hours 15 minutes,"['Comedy', 'Romance', 'Musical']",['Milan Luthria'],"['Ajay Devgn', 'Sonali Bendre', 'Rani Mukerji']",[],India,['Hindi']
Apoorva Raagangal,7.6,,"August 15, 1975 (India)",,2 hours 24 minutes,"['Drama', 'Romance']",['K. Balachander'],"['Kamal Haasan', 'Major Sundarrajan', 'Srividya']",[],India,['Tamil']
Nonsense,7.0,,,,2 hours 27 minutes,"['Comedy', 'Drama', 'Romance']",['Mc Jithin'],"['Rinosh George', 'Vinay Forrt', 'Shruti Ramachandran']",[],,['Malayalam']
Naadu,8.9,,,,2 hours 8 minutes,['Drama'],['M. Saravanan'],"['Tharshan Thiyagarajah', 'Mahima Nambiar', 'Singampuli']",[],,['Tamil']
Nukkad,8.4,,1986 (India),,,"['Comedy', 'Drama']",[],"['Sangeeta Naik', 'Dilip Dhawan', 'Pawan Malhotra']",[],India,['Hindi']
Love Express,5.3,,2016 (India),,2 hours 35 minutes,['Romance'],['Rajiv Kumar'],"['Mohammad Parvez Faruque', 'Amit Kumar Adhikari', 'Jammy Banerjee']",[],India,['Bengali']
L2: Empuraan,,,,,,"['Action', 'Crime', 'Thriller']",['Prithviraj Sukumaran'],"['Mohanlal', 'Prithviraj Sukumaran', 'Manju Warrier']","['Lyca Productions', 'Aashirvad Cinemas']",India,"['Kannada', 'Telugu', 'Hindi', 'Tamil', 'Malayalam']"
Kadhal Kottai,,,,,,"['Drama', 'Romance']",[],"['Ram Nishanth', 'Rekha Nair', 'Vstar Vinoth']",[],,['Tamil']
The Road,5.3,,,"$4,932",2 hours 23 minutes,"['Crime', 'Thriller']",['Arun Vaseegaran'],"['Trisha Krishnan', 'Shabeer Kallarakkal', 'Santhosh Prathap']",[],,['Tamil']
Saamy 2,4.5,,"September 21, 2018 (India)","$321,072",2 hours 36 minutes,['Action'],['Hari'],"['Vikram', 'Keerthy Suresh', 'Aishwarya Rajesh']",[],India,['Tamil']
Police Force: An Inside Story,4.2,,,,2 hours 18 minutes,"['Action', 'Crime', 'Drama']",['Dilip Shukla'],"['Akshay Kumar', 'Raveena Tandon', 'Amrish Puri']",[],,['Hindi']
Kaaduvetty,,,,,,[],['Solai Arumugam'],"['R.K. Suresh', 'Sangeerthana Vipin', 'Aadhira Pandilakshmi']",[],,['Tamil']
Shibu,5.5,,,,2 hours 25 minutes,"['Comedy', 'Drama', 'Romance']","['Arjun Prabhakaran', 'Gokul Ramakrishnan']","['Karthik Ramakrishnan', 'Anju Kurian', 'Salim Kumar']","['Kaargo Cinemas', 'Kaargo Cinemas']",,['Malayalam']
Oru Kal Oru Kannadi,6.4,,"April 13, 2012 (India)",,2 hours 46 minutes,"['Comedy', 'Romance']",['M. Rajesh'],"['Udhayanidhi Stalin', 'Hansika Motwani', 'Santhanam']",[],India,['Tamil']
Prem Mhanje Kay Asat?,4.2,,,,2 hours 30 minutes,"['Musical', 'Romance']",['Prasad Ingawale'],"['Prasad Ingawale', 'Payal Kadam', 'Sanket Kshirsagar']",[],,['Marathi']
Farz,4.4,,"January 12, 2001 (India)",,2 hours 37 minutes,"['Action', 'Thriller']",['Raj Kanwar'],"['Sunny Deol', 'Preity G Zinta', 'Jackie Shroff']",[],India,['Hindi']
Khel Mandala,8.4,,,,1 hour 42 minutes,['Drama'],['Viju Mane'],"['Mangesh Desai', 'Ananya Devre', 'Urmilla Kanetkar Kothare']","['Mirah Entertainment', 'Amrutaa Productions']",,['Marathi']
Nenjuku Needhi,7.2,,"May 20, 2022 (India)","$17,110",2 hours 18 minutes,"['Crime', 'Drama', 'Mystery']",['Arunraja Kamaraj'],"['Aari Arujunan', 'Suresh Chakravarthi', 'Ilavarasu']",[],India,['Tamil']
Dance Plus,7.9,,,,,['Reality-TV'],[],"[""Remo D'Souza"", 'Raghav Juyal', 'Punit Pathak']",[],,['Hindi']
Kinavally,5.9,,,"$21,001",2 hours 21 minutes,"['Comedy', 'Horror', 'Mystery']",['Sugeeth'],"['Ajmal Zain', 'Surabhi Santhosh', 'Vijay Johny']","['Goldmines Telefilms', 'Kannamthanam Films', 'Vaishaka Cynyma']",,['Malayalam']
Reshma Aur Shera,6.5,,,,2 hours 38 minutes,"['Drama', 'Musical', 'Romance']",['Sunil Dutt'],"['Waheeda Rehman', 'Sunil Dutt', 'Rakhee Gulzar']",[],,['Hindi']
Temper,7.4,,"February 13, 2015 (India)",,2 hours 27 minutes,"['Action', 'Crime', 'Drama']",['Puri Jagannadh'],"['N.T. Rama Rao Jr.', 'Kajal Aggarwal', 'Prakash Raj']","['Parameswara Arts', 'Goldmines Telefilms']",India,['Telugu']
Savdhaan India: India Fight Back,5.5,,"March 13, 2015 (India)",,,['Crime'],[],"['Vishal Singh Chauhan', 'Aeklavya Tomer', 'Naeem Khan']",[],India,['Hindi']
Rakkhosh,4.8,,,,2 hours 8 minutes,['Horror'],"['Abhijit Kokate', 'Srivinay Salian']","['Sanjay Mishra', 'Priyanka Bose', 'Tannishtha Chatterjee']",[],,['Hindi']
Rajamanikyam,7.8,,"November 3, 2005 (India)",,2 hours 6 minutes,"['Action', 'Comedy']",['Anwar Rasheed'],"['Mammootty', 'Rahman', 'Manoj K. Jayan']",[],India,['Malayalam']
Pa.Va,5.4,,,,2 hours 2 minutes,"['Comedy', 'Fantasy']",['Sooraj Tom'],"['Murali Gopy', 'Anoop Menon', 'Prayaga Martin']",[],,['Malayalam']
200: Halla Ho,7.5,,"August 20, 2021 (India)",,1 hour 55 minutes,"['Crime', 'History', 'Thriller']","['Sarthak Dasgupta', 'Alok Batra']","['Ray Aksh', 'Dipti Avlani', 'Saloni Batra']","['Yoodlee Films', 'Yoodlee Films']",India,['Hindi']
Nach Baliye,4.0,,,,42 minutes,"['Musical', 'Reality-TV']",[],"['Saroj Khan', 'Malaika Arora', 'Shabbir Ahluwalia']",[],,['Hindi']
Padhai-Shadhai Aur Woh Bachcha,,,,,1 hour 30 minutes,['Drama'],['Joy R.S. Mathur'],"['Mohammedsaud Mansuri', 'Manoj Pahwa', 'Amruta Subhash']","['Laughing Donkey Films', 'Rajendra Production', 'White Shadow Films']",,['Hindi']
Ram Aur Shyam,7.2,,"April 7, 1967 (India)",,2 hours 51 minutes,"['Comedy', 'Drama', 'Family']",['Tapi Chanakya'],"['Dilip Kumar', 'Waheeda Rehman', 'Mumtaz Askari']",[],India,['Hindi']
Anubhavinchu Raja,5.4,,"November 26, 2021 (India)",$896,2 hours 11 minutes,['Comedy'],['Srinivas Gavireddy'],"['Ajay', 'Aadarsh Balakrishna', 'Ariyana Glory']","['Annapurna Studios', 'Sree Venkateswara Cinemas']",India,['Telugu']
Bad Manners,8.6,,,,2 hours 10 minutes,"['Action', 'Drama', 'Thriller']","['Duniya Soori', 'Suri']","['Allu', 'Abishek Ambareesh', 'Arasu']",[],,['Kannada']
Show Le,,,,,,['Romance'],[],"['Anastasia Krikunova', 'Nisha Ghosh', 'Vinod Tripathi']",[],,['Hindi']
Ulanghan,,,"July 16, 2023 (India)",,,['Romance'],[],"['Deepak Dutt Sharma', 'Anjali Polena', 'Rani Pari']",[],India,['Hindi']
Abhyuham,7.7,,"July 21, 2023 (India)","$6,672",1 hour 43 minutes,"['Crime', 'Mystery', 'Thriller']",['Akhil Sreenivas'],"['Ajmal Ameer', 'Rahul Madhav', 'Kottayam Nazeer']",[],India,['Malayalam']
Saara Akaash,7.7,,"August 7, 2003 (India)",,42 minutes,"['Action', 'Drama', 'Romance']",[],[],[],India,['Hindi']
Run,7.0,,"September 5, 2002 (India)",,3 hours,"['Action', 'Comedy', 'Drama']",['N. Linguswamy'],"['Madhavan', 'Meera Jasmine', 'Atul Kulkarni']",[],,"['English', 'Tamil', 'Telugu']"
Yakshiyum Njanum,3.8,,"August 20, 2010 (India)",,2 hours 26 minutes,"['Drama', 'Horror']",['Vinayan'],"['Gautam', 'Meghana Raj', 'Thilakan']",[],India,['Malayalam']
Kalakalappu,6.9,,"May 11, 2012 (India)","$41,624",2 hours 15 minutes,['Comedy'],['Sundar C.'],"['Vimal', 'Shiva', 'Anjali']",[],India,['Tamil']
Behind the Voice,,,,,,[],[],"['Adam J. Harrington', 'Danielle Bisutti', 'Kimberly-Sue Murray']",[],,['English']
Navagraha,8.1,,"November 6, 2008 (India)",,2 hours 27 minutes,"['Action', 'Crime', 'Thriller']",['Dinakar Thoogudeepa'],"['Darshan Thoogudeep', 'Srujan Lokesh', 'Vinod Prabhakar']",[],India,['Kannada']
Laila,3.5,,,,1 hour 59 minutes,"['Crime', 'Thriller']",['Vicky G.'],"['Payal Rohatgi', 'Farid Amiri', 'Chery Shety']",[],,['Hindi']
Kanchana 2,5.5,,"April 17, 2015 (India)","$17,639,157",2 hours 46 minutes,"['Comedy', 'Horror']",['Raghava Lawrence'],"['Raghava Lawrence', 'Taapsee Pannu', 'Kovai Sarala']",[],India,['Tamil']
Bheemante Vazhi,6.3,,"December 3, 2021 (India)","$100,303",1 hour 55 minutes,['Comedy'],['Ashraf Hamza'],"['Kunchacko Boban', 'Jinu Joseph', 'Divya M. Nair']","['Chembosky Motion Pictures', 'OPM Cinemas']",India,['Malayalam']
Andhaa Kaanoon,6.2,,"April 8, 1983 (India)",,2 hours 35 minutes,"['Action', 'Drama']",['Rama Rao Tatineni'],"['Rajinikanth', 'Hema Malini', 'Reena Roy']",[],India,['Hindi']
Amma Nanna O Tamila Ammayi,7.4,,"April 19, 2003 (India)","$3,457,284",2 hours 34 minutes,"['Action', 'Drama', 'Sport']",['Puri Jagannadh'],"['Ravi Teja', 'Jayasudha', 'Prakash Raj']",[],India,['Telugu']
Omprakash Zindabad,5.9,,,,2 hours 10 minutes,"['Comedy', 'Drama']",['Ranjeet Gupta'],"['Meraj Ahmed', 'Ravi Allahabadi', 'Seema Azmi']","['Atlantic Adventure', 'Parth Productions']",,['Hindi']
...Aur Pyaar Ho Gaya,4.6,,"August 15, 1997 (India)",,2 hours 27 minutes,"['Comedy', 'Drama', 'Musical']",['Rahul Rawail'],"['Bobby Deol', 'Aishwarya Rai Bachchan', 'Shammi Kapoor']",[],India,['Hindi']
Raavana Kottam,4.3,,"May 12, 2023 (India)","$1,902",2 hours 2 minutes,"['Action', 'Drama']",['Vikram Sugumaran'],"['Anandhi', 'Shanthnu Bhagyaraj', 'Prabhu']",[],India,['Tamil']
Trijya - Radius,7.6,,,,1 hour 31 minutes,['Drama'],['Akshay Indikar'],"['Girish Kulkarni', 'Abhay Mahajan', 'Shrikant Yadav']","['Chitrakathi Nirmitee', 'Bombay Berlin Film Productions', 'Firta Cinema']",,['Marathi']
Love Ni Bhavai,8.2,,"November 24, 2017 (Australia)","$17,426",2 hours 26 minutes,"['Comedy', 'Drama', 'Romance']",['Saandeep Patel'],"['Malhar Thakar', 'Pratik Gandhi', 'Aarohi Patel']",[],India,['Gujarati']
Mining - Reyte Te Kabzaa,7.5,,,,,['Action'],['Simranjit Singh Hundal'],"['Singga', 'Ranjha Vikram Singh', 'Pradeep Singh Rawat']","['Global Titans', 'Running Horses Films']",,"['Punjabi', 'Hindi', 'Marathi']"
Imsai Arasan 23rd Pulikecei,7.7,,2006 (India),"₹150,000,000",2 hours 22 minutes,['Comedy'],['Chimbudeven'],"['Vadivelu', 'Nassar', 'Nagesh']",[],India,['Tamil']
Shareek,7.4,,"October 22, 2015 (India)","$118,315",2 hours 17 minutes,"['Drama', 'Family']",['Navaniat Singh'],"['Jimmy Shergill', 'Mahie Gill', 'Mukul Dev']","['Gilco & Green Planet Productions', 'Ohri Productions pvt ltd']",India,['Punjabi']
Bhootchakra Pvt. Ltd.,4.7,,"July 5, 2019 (India)",,2 hours 12 minutes,"['Comedy', 'Horror']",['Haranath Chakraborty'],"['Paran Banerjee', 'Gaurav Chakrabarty', 'Soham Chakraborty']",[],India,['Bengali']
Siyaasat,8.0,,,,45 minutes,['History'],[],"['Kavin Dave', 'Jannat Zubair Rahmani', 'Ashnoor Kaur']",[],,['Hindi']
Geraftaar,5.9,,"September 13, 1985 (India)",,2 hours 47 minutes,"['Action', 'Drama']",['Prayag Raj'],"['Kamal Haasan', 'Poonam Dhillon', 'Amitabh Bachchan']",[],India,['Hindi']
Viral Sebi,6.3,,,,1 hour 45 minutes,['Drama'],['Vidhu Vincent'],"['Sudeep Koshy', 'Meera Hamed', 'Joy Mathew']",[],,['Malayalam']
Alludu Adhurs,3.2,,"January 14, 2021 (India)","$1,915,032",2 hours 29 minutes,"['Action', 'Comedy']",['Santosh Srinivas'],"['Sai Srinivas Bellamkonda', 'Nabha Natesh', 'Anu Emmanuel']",[],India,['Telugu']
Bengal Diaries,9.8,,,,,['Drama'],['Pratham Sharma'],[],[],,[]
Maayan,,,,,,['Drama'],[],"['Ishika Bose', 'Kanchan Arora', 'Sapna Sharma']",[],,['Hindi']
Matka,,,,,,[],['Karuna Kumar'],"['Nora Fatehi', 'Meenaakshi Chaudhary', 'Varun Tej']",[],,"['Telugu', 'Tamil', 'Kannada', 'Malayalam', 'Hindi']"
Pakalum Paathiravum,3.7,,"March 3, 2023 (India)","$8,637",,"['Action', 'Family', 'Thriller']",['Ajai Vasudev'],"['Kunchacko Boban', 'Rajisha Vijayan', 'Guru Somasundaram']","['Gokulam Gopalan Productions', 'Sree Gokulam Movies']",India,[]
Fugly,4.7,,"June 13, 2014 (India)","$2,326,942",2 hours 9 minutes,"['Comedy', 'Drama', 'Thriller']",['Kabir Sadanand'],"['Jimmy Shergill', 'Mohit Marwah', 'Kiara Advani']",[],India,['Hindi']
Aashiq Abu-SRK film,,,,,,[],[],[],[],,[]
LIE,5.8,,"August 11, 2017 (India)","$27,221",2 hours 25 minutes,"['Action', 'Adventure', 'Thriller']",['Hanu Raghavapudi'],"['Nithiin', 'Megha Akash', 'Ravi Kishan']",[],India,['Telugu']
Roop Ki Rani Choron Ka Raja,4.8,,"April 16, 1993 (India)",,3 hours 10 minutes,"['Action', 'Drama', 'Musical']",['Satish Kaushik'],"['Anil Kapoor', 'Sridevi', 'Anupam Kher']",[],India,['Hindi']
Heart Attack,5.3,,"January 31, 2014 (India)",,2 hours 22 minutes,"['Action', 'Romance']",['Puri Jagannadh'],"['Nithiin', 'Adah Sharma', 'Vikramjeet Virk']",[],India,['Telugu']
Sardar Mohammad,7.4,,"November 3, 2017 (India)","$106,243",2 hours 21 minutes,"['Biography', 'Comedy']",['Harry Bhatti'],"['Tarsem Jassar', 'Karamjit Anmol', 'Rahul Jungral']",[],India,['Punjabi']
Tees Maar Khan,5.6,,"August 19, 2022 (India)",,2 hours 10 minutes,"['Action', 'Drama', 'Romance']",['Kalyanji Gogana'],"['Haji Mohammed', 'Aadi', 'Arjun Ambati']",[],India,['Telugu']
2024,6.2,,,,1 hour,"['Drama', 'Thriller']",['Rohin Raveendran'],"['Loay Abumazrou', 'Tejasvi Singh Ahlawat', 'Mihir Ahuja']","['Andolan Films', 'Big Bad Wolf', 'Odd & Even']",,['Hindi']
Pranayam,7.5,,,,2 hours 30 minutes,"['Drama', 'Romance']",['Blessy'],"['Mohanlal', 'Jaya Prada', 'Anupam Kher']",[],,['Malayalam']
Aap Ki Adalat,7.2,,"March 13, 1992 (India)",,,"['Reality-TV', 'Talk-Show']",[],"['Rajat Sharma', 'Narendra Modi', 'Shah Rukh Khan']",[],India,['Hindi']
Archana 31 Not Out,5.7,,,"$6,729",1 hour 50 minutes,['Comedy'],['Akhil Anilkumar'],"['Vineeth Vasudevan', 'Hakkim Shah', 'Aishwarya Lekshmi']",[],,['Malayalam']
Namah,7.3,,,,,"['Drama', 'Fantasy']",[],"['Savi Thakur', 'Yukti Kapoor', 'Vikas Manaktala']",[],,[]
Veer-Isha Nu Seemant,5.7,,,,2 hours 5 minutes,"['Drama', 'Family']",['Neeraj Joshi'],"['Malhar Thakar', 'Puja Joshi', 'Anurag Prappana']",[],,['Gujarati']
Narakasura,8.4,,"November 3, 2023 (India)",,2 hours 22 minutes,"['Action', 'Comedy', 'Family']",['Sebastian Noah Acosta Jr.'],"['Rakshit Atluri', 'Nassar', 'Aparna Janardanan']","['Sumukha Creations', 'Ideal Filmmaker']",India,"['Tamil', 'Telugu', 'Hindi', 'Malayalam', 'Kannada']"
Sivakumarin Sabadham,4.8,,"September 30, 2021 (India)","$6,581",2 hours 17 minutes,"['Comedy', 'Drama']",['Hiphop Tamizha Adhi'],"['Hiphop Tamizha Adhi', 'Madhuri Jain', 'Prankster Rahul']","['Hiphop Tamizha Entertainment', 'Sathya Jyothi Films']",India,['Tamil']
Dhund,7.4,,"February 13, 1973 (India)",,2 hours 10 minutes,"['Drama', 'Mystery', 'Thriller']",['B.R. Chopra'],"['Navin Nischol', 'Zeenat Aman', 'Sanjay Khan']",[],India,['Hindi']
Super,6.5,,"May 3, 2019 (India)","$69,193",2 hours 21 minutes,['Drama'],"['Sukhminder Dhanjal', 'Ayush Dhindsa']","['Dev Kharoud', 'Ihana Dhillon', 'Sanju Solanki']",[],India,['Punjabi']
I Am a Tulsi Plant in Your Courtyard,6.6,,"August 4, 1978 (India)",,2 hours 31 minutes,"['Drama', 'Family']",['Raj Khosla'],"['Nutan', 'Asha Parekh', 'Vijay Anand']",[],India,['Hindi']
No Entry: Pudhe Dhoka Aahey,5.5,,"September 7, 2012 (India)",,2 hours 30 minutes,['Comedy'],['Ankush Chaudhari'],"['Sai Tamhankar', 'Ankush Chaudhari', 'Sai Lokur']",[],India,['Marathi']
Hebbuli Telugu,7.9,,"August 4, 2023 (India)",,,['Action'],['S Krishna'],"['Ravi Kale', 'Kaveri', 'Amala Paul']",[],India,['Telugu']
Honey Trap,6.5,,"September 17, 2021 (India)",,1 hour 51 minutes,"['Drama', 'Romance']",['Suneel Kumar Reddy'],"['Sai Rishi', 'Silpa Nayak', 'Teju Anupoju']",[],India,['Telugu']
Pallavi Anu Pallavi,7.4,,,,,"['Drama', 'Romance']",['Mani Ratnam'],"['Anil Kapoor', 'Lakshmi', 'Kiran Vairale']",[],,['Kannada']
Ennivar,7.6,,,,1 hour 35 minutes,['Drama'],['Sidhartha Siva'],"['Sarjano Khalid', 'Sooraj S. Kurup', 'Jeo Baby']",[],,['Malayalam']
RDX Love,4.1,,"October 11, 2019 (India)",,2 hours 25 minutes,['Drama'],['Shankar Bhanu'],"['Aamani', 'Tejus Kancherla', 'Pavaan Kesari']",[],India,['Telugu']
Aasai,7.5,,"September 8, 1995 (India)",,2 hours 25 minutes,"['Drama', 'Romance', 'Thriller']",['Vasanth'],"['Ajith Kumar', 'Suvalakshmi', 'Prakash Raj']","['Aalayam Cinema', 'Aditya Music', 'Pyramid']",India,"['Tamil', 'Telugu']"
The Secret,,,,,14 minutes,"['Short', 'Crime', 'Family']",['Vishnuprasad Sasidharan'],"['Vishnu Agasthya', 'Dhathri', 'Priyaraj Govindraj']",[],,['Malayalam']
Tryst with Destiny,6.2,,"November 5, 2021 (India)",,2 hours 9 minutes,['Drama'],['Prashant Nair'],"['Suhasini', 'Vineet Kumar Singh', 'Jaideep Ahlawat']","['Drishyam Films', 'Backup Media']",,"['Hindi', 'English']"
Jugaadistan,8.3,,"March 4, 2022 (India)",,40 minutes,"['Comedy', 'Drama', 'Thriller']",[],"['Rukshar Dhillon', 'Taaruk Raina', 'Sumeet Vyas']",[],India,['Hindi']
Jai Hind,3.8,,,,2 hours 27 minutes,"['Action', 'Romance']",['Manoj Kumar'],"['Rishi Kapoor', 'Kunal Goswami', 'Shilpa Shirodkar']",[],,['Hindi']
Bribe,6.6,,2018 (India),,,['Drama'],[],"['Harshita Gaur', 'Hemant Choudhary', 'Megha Gupta']","['Dreamzz Images Studio', 'Ullu']",India,['Hindi']
Gahim Fel Hend,5.4,,"July 5, 2016 (Egypt)","$476,534",1 hour 47 minutes,"['Action', 'Comedy']",['Moataz El Tony'],"['Mohamed Emam', 'Yasmine Sabri', 'Bayoumi Fouad']",[],,['Arabic']
Soorpanagai,,,,,,"['Drama', 'History', 'Mystery']",['Caarthick Raju'],"['Yogi Babu', 'Regina Cassandra', 'Akshara Gowda']",[],,"['Tamil', 'Telugu']"
Indrajith,7.7,,,,2 hours 10 minutes,['Action'],['Giri Babu'],[],[],,['Telugu']
Eken Babu,8.0,,"March 3, 2018 (India)",,,['Mystery'],[],"['Anirban Chakrabarti', 'Shoumo Banerjee', 'Debapriyo Bagchi']","['SVF Entertainment', 'TVwala Media']",India,['Bengali']
How Old Are You?,7.1,,,"$78,897",2 hours 2 minutes,['Drama'],['Rosshan Andrrews'],"['Manju Warrier', 'Kunchacko Boban', 'Amritha Anil']",[],,['Malayalam']
Itlu Maredumilli Prajaneekam,7.0,,"November 25, 2022 (India)","$1,221",2 hours 2 minutes,['Drama'],['A.R. Mohan'],"['Anandhi', 'Darbha Appaji Ambarisha', 'Raghu Babu']","['Hasya Movies', 'Zee Studios']",India,['Telugu']
Agni Sakshi,6.2,,"March 15, 1996 (India)",,2 hours 22 minutes,"['Drama', 'Musical', 'Romance']",['Partho Ghosh'],"['Jackie Shroff', 'Nana Patekar', 'Manisha Koirala']",[],India,['Hindi']
Jackson Halt,8.7,,"May 5, 2023 (India)",,2 hours 1 minute,"['Crime', 'Thriller']",['Nitin Chandra'],"['Abhishek Awara', 'Durgesh Kumar', 'Abhishek Nishchal']","['Champaran Talkies', 'Falling Frames Production']",India,['Maithili']
Shipra,,,,,,['Thriller'],[],"['Vanya Singh Rajput', 'Sapna Deshmukh', 'Obaid Khan']",[],,['Hindi']
Barood,4.3,,"August 7, 1998 (India)",,2 hours 39 minutes,"['Action', 'Crime', 'Drama']",['Pramod Chakravorty'],"['Rakhee Gulzar', 'Akshay Kumar', 'Raveena Tandon']","['Bharat Films', 'Pramod Films']",India,['Hindi']
Kondotty Pooram,7.9,,,,1 hour 56 minutes,"['Drama', 'Family']",['Majeed Maranchery'],"['Hashim Abbas', 'Mammukoya', 'Shivaji Guruvayoor']",[],,['Malayalam']
Shikarpur,7.4,,"January 6, 2023 (India)",,,['Mystery'],[],"['Korak Samanta', 'Debashish Mondal', 'Kaushik Ganguly']",[],India,['Bengali']
